id,title,cluster,clean_text
1qtr5ht,"Toxin Stops Colon Cancer Growth, Without Harming Healthy Tissue",1,Toxin Stops Colon Cancer Growth Without Harming Healthy Tissue
1qszrap,New ultrasound pad aims to make prenatal visits less unpleasant,1,New ultrasound pad aims to make prenatal visits less unpleasant
1qsqfpv,New Drug Stops Weight Gain and Lowers Cholesterol by Targeting Nitric Oxide,1,New Drug Stops Weight Gain and Lowers Cholesterol by Targeting Nitric Oxide
1qsf709,48 hours without lungs: artificial organ kept man alive until transplant,1,48 hours without lungs artificial organ kept man alive until transplant
1qs4hg4,Hybrid jet engines work to excel where pure-electric jets fail,0,Hybrid jet engines work to excel where pure electric jets fail
1qrata5,Chip stress-tests blood cells to see if donated blood is still good enough,1,Chip stress tests blood cells to see if donated blood is still good enough
1qr22va,"Days numbered for 'risky' lithium-ion batteries, scientists say, after fast-charging breakthrough in sodium-ion alternative",0,Days numbered for risky lithium ion batteries scientists say after fast charging breakthrough in sodium ion alternative
1qq9h2y,Radio capsule lets doctors know when patients miss their meds,1,Radio capsule lets doctors know when patients miss their meds
1qq4imf,Unlocking defect-free graphene electrodes for transparent electronics,0,Unlocking defect free graphene electrodes for transparent electronics
1qpyl7w,Scientists Identify an Epigenetic Switch That Can Slow Production of Fat Cells,1,Scientists Identify an Epigenetic Switch That Can Slow Production of Fat Cells
1qpok5x,Scientists achieve pancreatic tumour regression in breakthrough study,1,Scientists achieve pancreatic tumour regression in breakthrough study
1qpferj,Goodbye to fragile solar cells: New method makes them almost eternal,0,Goodbye to fragile solar cells New method makes them almost eternal
1qpcts9,A new chemical trick could extend lithium-ion battery life without redesigning cells,0,A new chemical trick could extend lithium ion battery life without redesigning cells
1qoi3w1,Models that improve on their own are AI's next big thing,2,Models that improve on their own are AI s next big thing
1qofe50,Electrifying boilers to decarbonize industry,0,Electrifying boilers to decarbonize industry
1qo12gu,Using amino acids as fuels to make conductive graphene,0,Using amino acids as fuels to make conductive graphene
1qnleri,This Immune Therapy Repaired Gut Damage for a Full Year,1,This Immune Therapy Repaired Gut Damage for a Full Year
1qnk0ut,China reveals 200-strong AI drone swarm that can be controlled by a single soldier — ‘intelligent algorithm’ allows individual units to cooperate autonomously even after losing communication with operator,2,China reveals 200 strong AI drone swarm that can be controlled by a single soldier intelligent algorithm allows individual units to cooperate autonomously even after losing communication with operator
1qnhauo,Gene editing takes a major step toward ending daily cholesterol pills,1,Gene editing takes a major step toward ending daily cholesterol pills
1qmmuvl,Stress-reduction molecule has potential to treat aging and metabolic disorders,1,Stress reduction molecule has potential to treat aging and metabolic disorders
1qmkylh,UCLA engineers discover the most heat-conductive metal ever measured,3,UCLA engineers discover the most heat conductive metal ever measured
1qlvhas,Scientists May Have Found a Blueprint to Revive Old Cells,1,Scientists May Have Found a Blueprint to Revive Old Cells
1qlo9ok,Scientists print human liver tissue in breakthrough that could save lives,1,Scientists print human liver tissue in breakthrough that could save lives
1ql8ewk,UC Irvine engineers invent wireless transceiver rivaling fiber-optic speed,3,UC Irvine engineers invent wireless transceiver rivaling fiber optic speed
1ql87uu,New filtration technology could be gamechanger in removal of Pfas ‘forever chemicals’,1,New filtration technology could be gamechanger in removal of Pfas forever chemicals
1ql2wxh,Why Apple and OpenAI are reportedly betting on AI hardware in 2026,2,Why Apple and OpenAI are reportedly betting on AI hardware in 2026
1qkrlsi,This robotic hand can crawl away from its arm to grab things,2,This robotic hand can crawl away from its arm to grab things
1qkk54s,Billion-times more efficient fusion unlocked with low-frequency laser,3,Billion times more efficient fusion unlocked with low frequency laser
1qjwq10,Forestry-waste pine bark could be used to pull antibiotics out of wastewater,1,Forestry waste pine bark could be used to pull antibiotics out of wastewater
1qjtluw,Building the world's first open-source quantum computer,3,Building the world s first open source quantum computer
1qj3ubg,MIT’s new ‘recursive’ framework lets LLMs process 10 million tokens without context rot,3,MIT s new recursive framework lets LLMs process 10 million tokens without context rot
1qiyvmy,Battlefield wound spray stops bleeding in just one second,1,Battlefield wound spray stops bleeding in just one second
1qiofgy,Scientists Discover the Body’s Natural “Off Switch” for Inflammation,1,Scientists Discover the Body s Natural Off Switch for Inflammation
1qi5qap,Magnets produced at room temperature using lasers could produce faster non-silicon processors,3,Magnets produced at room temperature using lasers could produce faster non silicon processors
1qi1ui1,Researchers build a stretchable OLED that can double in size without dimming,0,Researchers build a stretchable OLED that can double in size without dimming
1qh5bqq,A protein found in the GI tract can neutralize many bacteria,1,A protein found in the GI tract can neutralize many bacteria
1qg9dem,Chemists determine the structure of the fuzzy coat that surrounds Tau proteins,1,Chemists determine the structure of the fuzzy coat that surrounds Tau proteins
1qfejyt,Scientists create a spray-on powder that seals life-threatening wounds in seconds,1,Scientists create a spray on powder that seals life threatening wounds in seconds
1qeg7uz,Efficient cooling method could enable chip-based trapped-ion quantum computers,3,Efficient cooling method could enable chip based trapped ion quantum computers
1qeftaw,AI models are starting to crack high-level math problems,2,AI models are starting to crack high level math problems
1qdkdz6,Could glowing green skin be an alternative to blood sampling?,1,Could glowing green skin be an alternative to blood sampling
1qcnwbl,"Scientists develop nanophotonic material that changes color, texture, and shape on demand",0,Scientists develop nanophotonic material that changes color texture and shape on demand
1qbrxib,A single inflammatory switch may help repair the liver,1,A single inflammatory switch may help repair the liver
1qavcqn,These paper batteries made from plants want to replace AA and AAA cells,0,These paper batteries made from plants want to replace AA and AAA cells
1qa1gn0,Spray-on armor for plants offers a new tool for global food security,0,Spray on armor for plants offers a new tool for global food security
1q94q7g,Pills that communicate from the stomach could improve medication adherence,1,Pills that communicate from the stomach could improve medication adherence
1q89i6h,AI-generated sensors open new paths for early cancer detection,2,AI generated sensors open new paths for early cancer detection
1q7f4wz,AI Models Are Starting to Learn by Asking Themselves Questions,2,AI Models Are Starting to Learn by Asking Themselves Questions
1q7bqpb,Experimental molecule may be a potent weapon against Alzheimer’s,1,Experimental molecule may be a potent weapon against Alzheimer s
1q6g4an,AI co-pilot uses machine learning to reduce deadly sea collisions,2,AI co pilot uses machine learning to reduce deadly sea collisions
1q5jrtz,First US at-home depression kit on its way after trial shows relief in weeks,1,First US at home depression kit on its way after trial shows relief in weeks
1q4m09m,'Microneedling' of plants could boost growth and reduce fertilizer waste,0,Microneedling of plants could boost growth and reduce fertilizer waste
1q3qapf,Nano-magnets may defeat bone cancer and help you heal,1,Nano magnets may defeat bone cancer and help you heal
1q1ym6n,Silicon 'postage stamp' implant instantly emails your thoughts to AI,2,Silicon postage stamp implant instantly emails your thoughts to AI
1q14jnt,How battery charging led to a breakthrough in lithium recycling,0,How battery charging led to a breakthrough in lithium recycling
1q0dhrx,Injectable antibodies in nanoparticles could replace hour-long infusions,1,Injectable antibodies in nanoparticles could replace hour long infusions
1pzikee,Tiny under-scalp implant could restore lost senses through prostheses,2,Tiny under scalp implant could restore lost senses through prostheses
1pyngm2,Anything-goes “anyons” may be at the root of surprising quantum experiments,3,Anything goes anyons may be at the root of surprising quantum experiments
1pxrv0j,Mosquitoes' stabby suckers may find use in high-res 3D printers,0,Mosquitoes stabby suckers may find use in high res 3D printers
1pw4x86,Magnetic cloaking is moving from theory to real-world engineering,3,Magnetic cloaking is moving from theory to real world engineering
1pvdysj,World's smallest autonomous robots could one day save your life,2,World s smallest autonomous robots could one day save your life
1puo9sj,'Stingraybot' uses microbubble muscles controlled by ultrasound,2,Stingraybot uses microbubble muscles controlled by ultrasound
1ptvjpf,AI-powered 'glasses' help the blind go places – safely,2,AI powered glasses help the blind go places safely
1pt0kv0,Leaf-scan tells farmers when fruit is ripe – without destroying it,0,Leaf scan tells farmers when fruit is ripe without destroying it
1ps7gcz,No DNA evidence at crime scene? Protein analysis comes to the rescue,1,No DNA evidence at crime scene Protein analysis comes to the rescue
1prfa9p,15-minute hep-C test makes same-day treatment possible,1,15 minute hep C test makes same day treatment possible
1pqmdwz,Scientists find a way to 'reboot' vision in adults with lazy eye,2,Scientists find a way to reboot vision in adults with lazy eye
1ppre9i,Helical rover wheel balloons from 9 to 20 inches &amp; survives fire,2,Helical rover wheel balloons from 9 to 20 inches survives fire
1poxptt,Frog gut bacterium eliminates cancer tumors in mice with a single dose,1,Frog gut bacterium eliminates cancer tumors in mice with a single dose
1poa0sn,ExxonMobil Unveils Graphite Invention To Extend EV Battery Life By 30%,0,ExxonMobil Unveils Graphite Invention To Extend EV Battery Life By 30
1po31w8,Futuristic pixel-raising display lets you feel what’s onscreen,2,Futuristic pixel raising display lets you feel what s onscreen
1pn89ot,A new way to deliver antibodies could make treatment much easier for patients,1,A new way to deliver antibodies could make treatment much easier for patients
1pmf21x,Radial-flux motors supercharge new hybrid supersonic engine design,3,Radial flux motors supercharge new hybrid supersonic engine design
1plmu7w,ADHD 'audio shield' turns sounds from daily tasks into powerful focus tool,2,ADHD audio shield turns sounds from daily tasks into powerful focus tool
1pktgse,California startup's new fire-suppression system uses sound instead of water,1,California startup s new fire suppression system uses sound instead of water
1pjydlg,Soft robots can now see with a self-focusing squishy eye,2,Soft robots can now see with a self focusing squishy eye
1pj47oh,Watch: Glowing tool seeks out DNA damage in real time,1,Watch Glowing tool seeks out DNA damage in real time
1pi9cns,"Pneumatic-suction robot clears 75,000 lb of cargo an hour",2,Pneumatic suction robot clears 75 000 lb of cargo an hour
1phd3lf,Underwater arms race: How robot subs will outwit next-gen sonar,2,Underwater arms race How robot subs will outwit next gen sonar
1pgjktv,MIT researchers “speak objects into existence” using AI and robotics,2,MIT researchers speak objects into existence using AI and robotics
1pfqaa8,First-ever drug to repair DNA and regenerate damaged tissue is here,1,First ever drug to repair DNA and regenerate damaged tissue is here
1pe22mw,Noninvasive imaging could replace finger pricks for people with diabetes,1,Noninvasive imaging could replace finger pricks for people with diabetes
1pd5ufz,DragonFire laser weapon takes down high-speed drones,3,DragonFire laser weapon takes down high speed drones
